Year,Season,stat_area,name,lob_index,Sex
1985,all,512,nefsc_biomass,1225.449339318498,M+F
1985,all,512,nefsc_abundance,1898002.3437256194,M+F
1985,all,513,nefsc_biomass,340.4060426421049,M+F
1985,all,513,nefsc_abundance,373530.4401662849,M+F
1985,fall,511,nefsc_biomass,283.96649870652465,M+F
1985,fall,511,nefsc_abundance,304249.82004270493,M+F
1985,fall,512,nefsc_biomass,1217.1971552153432,M+F
1985,fall,512,nefsc_abundance,1856741.423209845,M+F
1985,fall,513,nefsc_biomass,231.1660082538518,M+F
1985,fall,513,nefsc_abundance,197336.83631426372,M+F
1985,spring,511,nefsc_biomass,45.63747300640574,M+F
1985,spring,511,nefsc_abundance,76062.45501067623,M+F
1985,spring,512,nefsc_biomass,8.25218410315487,M+F
1985,spring,512,nefsc_abundance,41260.920515774334,M+F
1985,spring,513,nefsc_biomass,109.24003438825314,M+F
1985,spring,513,nefsc_abundance,176193.6038520212,M+F
1986,all,511,nefsc_biomass,212.97487402989347,M+F
1986,all,511,nefsc_abundance,319462.3110448402,M+F
1986,all,512,nefsc_biomass,890.8691194028078,M+F
1986,all,512,nefsc_abundance,898571.1578990855,M+F
1986,all,513,nefsc_biomass,153.48420602220511,M+F
1986,all,513,nefsc_abundance,187939.84410882258,M+F
1986,fall,511,nefsc_biomass,182.54989202562297,M+F
1986,fall,511,nefsc_abundance,228187.3650320287,M+F
1986,fall,512,nefsc_biomass,590.4896180479706,M+F
1986,fall,512,nefsc_abundance,609744.7142886652,M+F
1986,fall,513,nefsc_biomass,153.48420602220511,M+F
1986,fall,513,nefsc_abundance,187939.84410882258,M+F
1986,spring,511,nefsc_biomass,30.424982004270497,M+F
1986,spring,511,nefsc_abundance,91274.9460128115,M+F
1986,spring,512,nefsc_biomass,300.37950135483715,M+F
1986,spring,512,nefsc_abundance,288826.4436104204,M+F
1987,all,511,nefsc_biomass,182.54989202562297,M+F
1987,all,511,nefsc_abundance,354958.1233831558,M+F
1987,all,512,nefsc_biomass,356.2192804528518,M+F
1987,all,512,nefsc_abundance,481377.40601736726,M+F
1987,all,513,nefsc_biomass,56.38195323264678,M+F
1987,all,513,nefsc_abundance,93969.92205441129,M+F
1987,fall,511,nefsc_biomass,182.54989202562297,M+F
1987,fall,511,nefsc_abundance,354958.1233831558,M+F
1987,fall,512,nefsc_biomass,356.2192804528518,M+F
1987,fall,512,nefsc_abundance,481377.40601736726,M+F
1987,fall,513,nefsc_biomass,56.38195323264678,M+F
1987,fall,513,nefsc_abundance,93969.92205441129,M+F
1988,all,511,nefsc_biomass,167.33740102348773,M+F
1988,all,511,nefsc_abundance,253541.51670225413,M+F
1988,all,512,nefsc_biomass,425.8126997227912,M+F
1988,all,512,nefsc_abundance,482752.77003455977,M+F
1988,all,513,nefsc_biomass,126.07631208966852,M+F
1988,all,513,nefsc_abundance,309317.6600957705,M+F
1988,fall,511,nefsc_biomass,167.33740102348773,M+F
1988,fall,511,nefsc_abundance,253541.51670225413,M+F
1988,fall,512,nefsc_biomass,248.39074150496154,M+F
1988,fall,512,nefsc_abundance,317709.0879714624,M+F
1988,fall,513,nefsc_biomass,91.62067400305104,M+F
1988,fall,513,nefsc_abundance,246671.04539282966,M+F
1988,spring,512,nefsc_biomass,177.42195821782965,M+F
1988,spring,512,nefsc_abundance,165043.68206309734,M+F
1988,spring,513,nefsc_biomass,34.45563808661748,M+F
1988,spring,513,nefsc_abundance,62646.61470294086,M+F
1992,all,511,nefsc_biomass,55.77913367449591,M+F
1992,all,511,nefsc_abundance,50708.303340450824,M+F
1992,all,512,nefsc_biomass,817.0579171468114,M+F
1992,all,512,nefsc_abundance,1463387.3142927964,M+F
1992,all,513,nefsc_biomass,166.326762036308,M+F
1992,all,513,nefsc_abundance,225527.81293058713,M+F
1992,fall,512,nefsc_biomass,661.0916375971844,M+F
1992,fall,512,nefsc_abundance,1347856.7368486284,M+F
1992,spring,511,nefsc_biomass,55.77913367449591,M+F
1992,spring,511,nefsc_abundance,50708.303340450824,M+F
1992,spring,512,nefsc_biomass,155.96627954962696,M+F
1992,spring,512,nefsc_abundance,115530.57744416816,M+F
1992,spring,513,nefsc_biomass,166.326762036308,M+F
1992,spring,513,nefsc_abundance,225527.81293058713,M+F
1993,all,511,nefsc_biomass,35.49581233831558,M+F
1993,all,511,nefsc_abundance,50708.303340450824,M+F
1993,all,512,nefsc_biomass,80.8714042109177,M+F
1993,all,512,nefsc_abundance,57765.28872208408,M+F
1993,all,513,nefsc_biomass,138.13578541998461,M+F
1993,all,513,nefsc_abundance,140954.88308161695,M+F
1993,spring,511,nefsc_biomass,35.49581233831558,M+F
1993,spring,511,nefsc_abundance,50708.303340450824,M+F
1993,spring,512,nefsc_biomass,80.8714042109177,M+F
1993,spring,512,nefsc_abundance,57765.28872208408,M+F
1993,spring,513,nefsc_biomass,138.13578541998461,M+F
1993,spring,513,nefsc_abundance,140954.88308161695,M+F
1994,all,511,nefsc_biomass,66.93496040939509,M+F
1994,all,511,nefsc_abundance,91274.9460128115,M+F
1994,all,512,nefsc_biomass,811.33973705109,M+F
1994,all,512,nefsc_abundance,1050277.976765165,M+F
1994,all,513,nefsc_biomass,161.09129495041935,M+F
1994,all,513,nefsc_abundance,281909.7661632339,M+F
1994,fall,511,nefsc_biomass,66.93496040939509,M+F
1994,fall,511,nefsc_abundance,91274.9460128115,M+F
1994,fall,512,nefsc_biomass,811.33973705109,M+F
1994,fall,512,nefsc_abundance,1050277.976765165,M+F
1994,fall,513,nefsc_biomass,161.09129495041935,M+F
1994,fall,513,nefsc_abundance,281909.7661632339,M+F
1995,all,511,nefsc_biomass,109.5299352153738,M+F
1995,all,511,nefsc_abundance,111558.26734899182,M+F
1995,all,512,nefsc_biomass,3009.5715424205805,M+F
1995,all,512,nefsc_abundance,2938809.0637360276,M+F
1995,all,513,nefsc_biomass,451.9505774997877,M+F
1995,all,513,nefsc_abundance,671213.7289600807,M+F
1995,fall,511,nefsc_biomass,63.892462208968055,M+F
1995,fall,511,nefsc_abundance,60849.964008541,M+F
1995,fall,512,nefsc_biomass,2735.186420990681,M+F
1995,fall,512,nefsc_abundance,2830499.1473821197,M+F
1995,fall,513,nefsc_biomass,137.8225523464699,M+F
1995,fall,513,nefsc_abundance,187939.84410882258,M+F
1995,spring,511,nefsc_biomass,45.63747300640574,M+F
1995,spring,511,nefsc_abundance,50708.303340450824,M+F
1995,spring,512,nefsc_biomass,274.38512142989936,M+F
1995,spring,512,nefsc_abundance,108309.91635390764,M+F
1995,spring,513,nefsc_biomass,314.1280251533178,M+F
1995,spring,513,nefsc_abundance,483273.88485125813,M+F
1996,all,511,nefsc_biomass,1268.7217495780797,M+F
1996,all,511,nefsc_abundance,1688586.5012370127,M+F
1996,all,512,nefsc_biomass,6220.3588405564205,M+F
1996,all,512,nefsc_abundance,9203936.003052061,M+F
1996,all,513,nefsc_biomass,857.0839974046097,M+F
1996,all,513,nefsc_abundance,1585742.4346681905,M+F
1996,fall,511,nefsc_biomass,1116.5968395567272,M+F
1996,fall,511,nefsc_abundance,1460399.136204984,M+F
1996,fall,512,nefsc_biomass,3499.6137417462605,M+F
1996,fall,512,nefsc_abundance,6835559.165446615,M+F
1996,fall,513,nefsc_biomass,472.98194100720355,M+F
1996,fall,513,nefsc_abundance,845729.2984897016,M+F
1996,spring,511,nefsc_biomass,152.1249100213525,M+F
1996,spring,511,nefsc_abundance,228187.3650320287,M+F
1996,spring,512,nefsc_biomass,2720.74509881016,M+F
1996,spring,512,nefsc_abundance,2368376.837605447,M+F
1996,spring,513,nefsc_biomass,384.1020563974062,M+F
1996,spring,513,nefsc_abundance,740013.136178489,M+F
1997,all,511,nefsc_biomass,437.3591163113884,M+F
1997,all,511,nefsc_abundance,768230.79560783,M+F
1997,all,512,nefsc_biomass,5467.243888842249,M+F
1997,all,512,nefsc_abundance,6655042.638190103,M+F
1997,all,513,nefsc_biomass,888.0157634141868,M+F
1997,all,513,nefsc_abundance,1480026.272356978,M+F
1997,fall,511,nefsc_biomass,26.62185925373669,M+F
1997,fall,511,nefsc_abundance,38031.227505338116,M+F
1997,fall,512,nefsc_biomass,3238.4664989818384,M+F
1997,fall,512,nefsc_abundance,2707747.908847691,M+F
1997,fall,513,nefsc_biomass,274.86202200915307,M+F
1997,fall,513,nefsc_abundance,493342.09078565927,M+F
1997,spring,511,nefsc_biomass,410.73725705765173,M+F
1997,spring,511,nefsc_abundance,730199.568102492,M+F
1997,spring,512,nefsc_biomass,2228.7773898604105,M+F
1997,spring,512,nefsc_abundance,3947294.7293424113,M+F
1997,spring,513,nefsc_biomass,613.1537414050338,M+F
1997,spring,513,nefsc_abundance,986684.1815713187,M+F
1998,all,511,nefsc_biomass,1845.2751585590056,M+F
1998,all,511,nefsc_abundance,2198204.9498085435,M+F
1998,all,512,nefsc_biomass,2911.89569058142,M+F
1998,all,512,nefsc_abundance,3544688.171582432,M+F
1998,all,513,nefsc_biomass,1363.6029602732194,M+F
1998,all,513,nefsc_abundance,2878732.419859177,M+F
1998,fall,511,nefsc_biomass,1639.9065300301797,M+F
1998,fall,511,nefsc_abundance,2008048.8122818528,M+F
1998,fall,512,nefsc_biomass,1887.874663235384,M+F
1998,fall,512,nefsc_abundance,2284354.599464234,M+F
1998,fall,513,nefsc_biomass,396.4356086670477,M+F
1998,fall,513,nefsc_abundance,1057161.6231121272,M+F
1998,spring,511,nefsc_biomass,205.36862852882587,M+F
1998,spring,511,nefsc_abundance,190156.13752669058,M+F
1998,spring,512,nefsc_biomass,1024.021027346036,M+F
1998,spring,512,nefsc_abundance,1260333.572118198,M+F
1998,spring,513,nefsc_biomass,967.1673516061717,M+F
1998,spring,513,nefsc_abundance,1821570.79674705,M+F
1999,all,511,nefsc_biomass,282.9523326397156,M+F
1999,all,511,nefsc_abundance,334674.80204697547,M+F
1999,all,512,nefsc_biomass,5796.586264125798,M+F
1999,all,512,nefsc_abundance,5736414.0883736275,M+F
1999,all,513,nefsc_biomass,1215.7654789493415,M+F
1999,all,513,nefsc_abundance,2319240.8493597144,M+F
1999,fall,511,nefsc_biomass,231.22986323245576,M+F
1999,fall,511,nefsc_abundance,273824.8380384345,M+F
1999,fall,512,nefsc_biomass,5206.096646077827,M+F
1999,fall,512,nefsc_abundance,5126669.374084962,M+F
1999,fall,513,nefsc_biomass,688.1914879867181,M+F
1999,fall,513,nefsc_abundance,1392965.903394803,M+F
1999,spring,511,nefsc_biomass,51.72246940725985,M+F
1999,spring,511,nefsc_abundance,60849.964008541,M+F
1999,spring,512,nefsc_biomass,590.4896180479706,M+F
1999,spring,512,nefsc_abundance,609744.7142886652,M+F
1999,spring,513,nefsc_biomass,527.5739909626235,M+F
1999,spring,513,nefsc_abundance,926274.9459649114,M+F
2000,all,511,nefsc_biomass,623.7121310875452,M+F
2000,all,511,nefsc_abundance,985189.8934716161,M+F
2000,all,512,nefsc_biomass,6162.547706367096,M+F
2000,all,512,nefsc_abundance,16582305.500617309,M+F
2000,all,513,nefsc_biomass,1343.0986716491216,M+F
2000,all,513,nefsc_abundance,3342644.370221202,M+F
2000,fall,511,nefsc_biomass,349.8872930491107,M+F
2000,fall,511,nefsc_abundance,478106.86006710783,M+F
2000,fall,512,nefsc_biomass,2776.8599507116132,M+F
2000,fall,512,nefsc_abundance,8045879.500575995,M+F
2000,fall,513,nefsc_biomass,859.8247867978635,M+F
2000,fall,513,nefsc_abundance,2255278.129305871,M+F
2000,spring,511,nefsc_biomass,273.8248380384345,M+F
2000,spring,511,nefsc_abundance,507083.03340450826,M+F
2000,spring,512,nefsc_biomass,3385.687755655483,M+F
2000,spring,512,nefsc_abundance,8536426.000041313,M+F
2000,spring,513,nefsc_biomass,483.2738848512581,M+F
2000,spring,513,nefsc_abundance,1087366.2409153308,M+F
2001,all,511,nefsc_biomass,1522.2531246196659,M+F
2001,all,511,nefsc_abundance,2109465.418962755,M+F
2001,all,512,nefsc_biomass,3428.9278458308463,M+F
2001,all,512,nefsc_abundance,4673736.996604985,M+F
2001,all,513,nefsc_biomass,899.8559735930427,M+F
2001,all,513,nefsc_abundance,1691458.5969794034,M+F
2001,fall,511,nefsc_biomass,1421.0900594554666,M+F
2001,fall,511,nefsc_abundance,2008048.812281853,M+F
2001,fall,512,nefsc_biomass,2159.896659217562,M+F
2001,fall,512,nefsc_abundance,3518431.222163303,M+F
2001,fall,513,nefsc_biomass,501.7993837705564,M+F
2001,fall,513,nefsc_abundance,986684.1815713187,M+F
2001,spring,511,nefsc_biomass,101.16306516419941,M+F
2001,spring,511,nefsc_abundance,101416.60668090165,M+F
2001,spring,512,nefsc_biomass,1269.0311866132845,M+F
2001,spring,512,nefsc_abundance,1155305.7744416816,M+F
2001,spring,513,nefsc_biomass,398.0565898224863,M+F
2001,spring,513,nefsc_abundance,704774.4154080848,M+F
2002,all,511,nefsc_biomass,748.5813280634054,M+F
2002,all,511,nefsc_abundance,811332.8534472132,M+F
2002,all,512,nefsc_biomass,8156.334984796725,M+F
2002,all,512,nefsc_abundance,9696316.321206968,M+F
2002,all,513,nefsc_biomass,1551.1615033521673,M+F
2002,all,513,nefsc_abundance,2787774.354280868,M+F
2002,fall,511,nefsc_biomass,197.38207075270486,M+F
2002,fall,511,nefsc_abundance,152124.91002135247,M+F
2002,fall,512,nefsc_biomass,6097.002441854427,M+F
2002,fall,512,nefsc_abundance,7385704.772323606,M+F
2002,fall,513,nefsc_biomass,344.24314779266007,M+F
2002,fall,513,nefsc_abundance,689112.7617323494,M+F
2002,spring,511,nefsc_biomass,551.1992573107005,M+F
2002,spring,511,nefsc_abundance,659207.9434258607,M+F
2002,spring,512,nefsc_biomass,2059.332542942297,M+F
2002,spring,512,nefsc_abundance,2310611.548883363,M+F
2002,spring,513,nefsc_biomass,1206.9183555595073,M+F
2002,spring,513,nefsc_abundance,2098661.592548519,M+F
2003,all,511,nefsc_biomass,191.29707435185077,M+F
2003,all,511,nefsc_abundance,190156.13752669058,M+F
2003,all,512,nefsc_biomass,7830.431478010829,M+F
2003,all,512,nefsc_abundance,7856079.266203434,M+F
2003,all,513,nefsc_biomass,46.51511141693359,M+F
2003,all,513,nefsc_abundance,140954.88308161695,M+F
2003,fall,511,nefsc_biomass,191.29707435185077,M+F
2003,fall,511,nefsc_abundance,190156.13752669058,M+F
2003,fall,512,nefsc_biomass,7830.431478010829,M+F
2003,fall,512,nefsc_abundance,7856079.266203434,M+F
2003,fall,513,nefsc_biomass,46.51511141693359,M+F
2003,fall,513,nefsc_abundance,140954.88308161695,M+F
2004,all,511,nefsc_biomass,444.66111199241334,M+F
2004,all,511,nefsc_abundance,441162.2390619222,M+F
2004,all,512,nefsc_biomass,9482.172143730102,M+F
2004,all,512,nefsc_abundance,17676178.34895773,M+F
2004,all,513,nefsc_biomass,912.025078499089,M+F
2004,all,513,nefsc_abundance,1190285.6793558763,M+F
2004,fall,511,nefsc_biomass,62.066963288711825,M+F
2004,fall,511,nefsc_abundance,60849.964008541,M+F
2004,fall,512,nefsc_biomass,8474.167855529735,M+F
2004,fall,512,nefsc_abundance,16520872.574516047,M+F
2004,fall,513,nefsc_biomass,101.76942558492743,M+F
2004,fall,513,nefsc_abundance,250586.45881176344,M+F
2004,spring,511,nefsc_biomass,382.59414870370153,M+F
2004,spring,511,nefsc_abundance,380312.27505338116,M+F
2004,spring,512,nefsc_biomass,1008.0042882003671,M+F
2004,spring,512,nefsc_abundance,1155305.7744416816,M+F
2004,spring,513,nefsc_biomass,810.2556529141615,M+F
2004,spring,513,nefsc_abundance,939699.2205441128,M+F
2005,all,511,nefsc_biomass,754.0324706725039,M+F
2005,all,511,nefsc_abundance,785978.7017769878,M+F
2005,all,512,nefsc_biomass,2728.3821200983525,M+F
2005,all,512,nefsc_abundance,3357138.5328743667,M+F
2005,all,513,nefsc_biomass,1146.9901564588547,M+F
2005,all,513,nefsc_abundance,1661253.9791761998,M+F
2005,fall,511,nefsc_biomass,31.43914807107951,M+F
2005,fall,511,nefsc_abundance,101416.60668090165,M+F
2005,fall,512,nefsc_biomass,1785.157477107751,M+F
2005,fall,512,nefsc_abundance,2573181.0430746544,M+F
2005,fall,513,nefsc_biomass,519.0361523302512,M+F
2005,fall,513,nefsc_abundance,886002.1222273065,M+F
2005,spring,511,nefsc_biomass,722.5933226014243,M+F
2005,spring,511,nefsc_abundance,684562.0950960862,M+F
2005,spring,512,nefsc_biomass,943.2246429906014,M+F
2005,spring,512,nefsc_abundance,783957.4897997123,M+F
2005,spring,513,nefsc_biomass,627.9540041286035,M+F
2005,spring,513,nefsc_abundance,775251.8569488933,M+F
2006,all,511,nefsc_biomass,727.1570699020649,M+F
2006,all,511,nefsc_abundance,760624.5501067623,M+F
2006,all,512,nefsc_biomass,4248.132685369646,M+F
2006,all,512,nefsc_abundance,8132985.888331519,M+F
2006,all,513,nefsc_biomass,1176.0870083882041,M+F
2006,all,513,nefsc_abundance,3534006.0882423697,M+F
2006,fall,511,nefsc_biomass,200.80488122818525,M+F
2006,fall,511,nefsc_abundance,101416.60668090165,M+F
2006,fall,512,nefsc_biomass,2708.3668226554278,M+F
2006,fall,512,nefsc_abundance,3672221.925903916,M+F
2006,fall,513,nefsc_biomass,402.4013168068843,M+F
2006,fall,513,nefsc_abundance,1028141.5001247355,M+F
2006,spring,511,nefsc_biomass,526.3521886738796,M+F
2006,spring,511,nefsc_abundance,659207.9434258607,M+F
2006,spring,512,nefsc_biomass,1539.7658627142189,M+F
2006,spring,512,nefsc_abundance,4460763.962427603,M+F
2006,spring,513,nefsc_biomass,773.6856915813198,M+F
2006,spring,513,nefsc_abundance,2505864.5881176344,M+F
2007,all,511,nefsc_biomass,2171.978615320862,M+F
2007,all,511,nefsc_abundance,2677398.4163758038,M+F
2007,all,512,nefsc_biomass,3852.5981660306757,M+F
2007,all,512,nefsc_abundance,10787667.668849202,M+F
2007,all,513,nefsc_biomass,1250.586961420876,M+F
2007,all,513,nefsc_abundance,1761936.0385202118,M+F
2007,fall,511,nefsc_biomass,1842.7803100346553,M+F
2007,fall,511,nefsc_abundance,2525273.506354451,M+F
2007,fall,512,nefsc_biomass,928.230424475169,M+F
2007,fall,512,nefsc_abundance,1039775.1969975134,M+F
2007,fall,513,nefsc_biomass,226.09163246291362,M+F
2007,fall,513,nefsc_abundance,704774.4154080848,M+F
2007,spring,511,nefsc_biomass,329.1983052862068,M+F
2007,spring,511,nefsc_abundance,152124.9100213525,M+F
2007,spring,512,nefsc_biomass,2924.3677415555067,M+F
2007,spring,512,nefsc_abundance,9747892.471851688,M+F
2007,spring,513,nefsc_biomass,1024.4953289579623,M+F
2007,spring,513,nefsc_abundance,1057161.6231121272,M+F
2008,all,511,nefsc_biomass,1645.5858600043102,M+F
2008,all,511,nefsc_abundance,1673374.0102348772,M+F
2008,all,512,nefsc_biomass,4773.613430871653,M+F
2008,all,512,nefsc_abundance,6044724.85556094,M+F
2008,all,513,nefsc_biomass,1843.7752979094173,M+F
2008,all,513,nefsc_abundance,4102641.3696937296,M+F
2008,fall,511,nefsc_biomass,618.4384675401383,M+F
2008,fall,511,nefsc_abundance,912749.4601281148,M+F
2008,fall,512,nefsc_biomass,3654.892339287291,M+F
2008,fall,512,nefsc_abundance,5033832.302924469,M+F
2008,fall,513,nefsc_biomass,545.9652471361296,M+F
2008,fall,513,nefsc_abundance,1386056.3503025665,M+F
2008,spring,511,nefsc_biomass,1027.147392464172,M+F
2008,spring,511,nefsc_abundance,760624.5501067624,M+F
2008,spring,512,nefsc_biomass,1118.7210915843616,M+F
2008,spring,512,nefsc_abundance,1010892.5526364712,M+F
2008,spring,513,nefsc_biomass,1297.8100507732877,M+F
2008,spring,513,nefsc_abundance,2716585.0193911633,M+F
2009,all,511,nefsc_biomass,752.3790698993412,M+F
2009,all,511,nefsc_abundance,606084.9589739599,M+F
2009,all,512,nefsc_biomass,6600.14992578969,M+F
2009,all,512,nefsc_abundance,12364178.673556078,M+F
2009,all,513,nefsc_biomass,3985.863727935655,M+F
2009,all,513,nefsc_abundance,7454947.149649963,M+F
2009,fall,511,nefsc_biomass,322.8999388816864,M+F
2009,fall,511,nefsc_abundance,217321.30003050354,M+F
2009,fall,512,nefsc_biomass,3323.6046574733646,M+F
2009,fall,512,nefsc_abundance,4585119.7923154235,M+F
2009,fall,513,nefsc_biomass,2041.824027572578,M+F
2009,fall,513,nefsc_abundance,2223954.8219544007,M+F
2009,spring,511,nefsc_biomass,429.4791310176548,M+F
2009,spring,511,nefsc_abundance,388763.65894345636,M+F
2009,spring,512,nefsc_biomass,3276.5452683163253,M+F
2009,spring,512,nefsc_abundance,7779058.881240655,M+F
2009,spring,513,nefsc_biomass,1944.0397003630767,M+F
2009,spring,513,nefsc_abundance,5230992.3276955625,M+F
2010,all,511,nefsc_biomass,3287.1290468096427,M+F
2010,all,511,nefsc_abundance,4389890.260616172,M+F
2010,all,512,nefsc_biomass,5230.108910726034,M+F
2010,all,512,nefsc_abundance,8151324.07522742,M+F
2010,all,513,nefsc_biomass,3680.329095959823,M+F
2010,all,513,nefsc_abundance,5863723.136195265,M+F
2010,fall,511,nefsc_biomass,2360.267370185836,M+F
2010,fall,511,nefsc_abundance,3564069.3205002584,M+F
2010,fall,512,nefsc_biomass,2732.6482492134983,M+F
2010,fall,512,nefsc_abundance,3658468.2857319918,M+F
2010,fall,513,nefsc_biomass,2304.689222866118,M+F
2010,fall,513,nefsc_abundance,3016434.4979466028,M+F
2010,spring,511,nefsc_biomass,926.8616766238065,M+F
2010,spring,511,nefsc_abundance,825820.9401159135,M+F
2010,spring,512,nefsc_biomass,2497.460661512536,M+F
2010,spring,512,nefsc_abundance,4492855.789495428,M+F
2010,spring,513,nefsc_biomass,1375.639873093705,M+F
2010,spring,513,nefsc_abundance,2847288.638248662,M+F
2011,all,511,nefsc_biomass,3278.9161297643313,M+F
2011,all,511,nefsc_abundance,5837793.4220694015,M+F
2011,all,512,nefsc_biomass,17984.12783616983,M+F
2011,all,512,nefsc_abundance,43475600.424458526,M+F
2011,all,513,nefsc_biomass,2389.9240303666083,M+F
2011,all,513,nefsc_abundance,3393595.5941922627,M+F
2011,fall,511,nefsc_biomass,587.5340615770126,M+F
2011,fall,511,nefsc_abundance,912749.4601281149,M+F
2011,fall,512,nefsc_biomass,9019.325142149462,M+F
2011,fall,512,nefsc_abundance,17445117.19406939,M+F
2011,fall,513,nefsc_biomass,885.0755144480877,M+F
